productID,naam,prijs,beschrijving,categorie,link,leverancierID
dd49b898-2b3f-4601-98e9-8e0c23abf391,Mobility INDOOR Rollator,199.00,De 2Mobility Rollator INDOOR heeft wendbare wielen en is met 6.6 kg ook nog eens een echt lichtgewicht! Draaien en rechtuit lopen is ongekend eenvoudig! Met deze rollator beweeg je binnen vrij rond. Daarnaast is de rollator lichtgewicht praktisch te gebruiken en stijlvol!,Loophulpmiddel,https://thuisleefgids.nl/product/mobiliteit/loophulpmiddelen/rollator-indoor/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
c91962af-c659-41d9-ba99-5f1825031520,Interactieve Robot Kat,124.00,Deze interactieve robot kat is speciaal ontwikkeld voor de ouderenzorg. De kat klinkt en voelt als een echte kat en ziet er ook nog eens levensecht uit. Met de heerlijk zachte vacht en het gezellige gemiauw is dit een prachtige aanwinst voor iedereen die van dieren houdt. Door de ingebouwde sensoren reageert deze kat op knuffelen aaien en beweging net zoals een echte kat. De kat is een ideaal gezelschapsdier voor mensen met dementie,Robot,https://thuisleefgids.nl/product/communicatie/sociale-en-videocommunicatie/robotdieren-en-poppen/interactieve-robot-kat/,de8d52a5-6190-4dd7-9922-3a7b17049db1
